id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
1358076,2022/23,Kirtipur,2023/02/18,Namibia,Nepal,Nepal,field,normal,0,Nepal,0,3,Aasif Sheikh,"Tribhuvan University International Cricket Ground, Kirtipur",BB Pradhan,Rashid Riaz,
1358075,2022/23,Kirtipur,2023/02/17,Scotland,Nepal,Nepal,field,normal,0,Nepal,0,3,DS Airee,"Tribhuvan University International Cricket Ground, Kirtipur",DN Subedi,Rashid Riaz,
1358074,2022/23,Kirtipur,2023/02/15,Namibia,Scotland,Scotland,field,normal,0,Scotland,0,10,HG Munsey,"Tribhuvan University International Cricket Ground, Kirtipur",BB Pradhan,DN Subedi,
1358073,2022/23,Kirtipur,2023/02/14,Namibia,Nepal,Nepal,field,normal,0,Nepal,0,2,K Bhurtel,"Tribhuvan University International Cricket Ground, Kirtipur",BB Pradhan,Rashid Riaz,
1339597,2022/23,Kimberley,2023/02/01,England,South Africa,South Africa,field,normal,0,England,59,0,JC Buttler,"Diamond Oval, Kimberley",A Paleker,M Erasmus,AT Holdstock
1339596,2022/23,Bloemfontein,2023/01/29,England,South Africa,South Africa,field,normal,0,South Africa,0,5,T Bavuma,"Mangaung Oval, Bloemfontein",AT Holdstock,M Erasmus,BP Jele
1339595,2022/23,Bloemfontein,2023/01/27,South Africa,England,South Africa,bat,normal,0,South Africa,27,0,SSB Magala,"Mangaung Oval, Bloemfontein",BP Jele,M Erasmus,A Paleker
1348648,2022/23,Indore,2023/01/24,India,New Zealand,New Zealand,field,normal,0,India,90,0,SN Thakur,"Holkar Cricket Stadium, Indore",J Madanagopal,Nitin Menon,AK Chaudhary
1348328,2022/23,Harare,2023/01/23,Zimbabwe,Ireland,Zimbabwe,bat,normal,0,,0,0,,Harare Sports Club,L Rusere,MA Gough,I Chabi
1348327,2022/23,Harare,2023/01/21,Ireland,Zimbabwe,Zimbabwe,field,normal,0,Ireland,46,0,J Little,Harare Sports Club,F Mutizwa,MA Gough,C Phiri
1348647,2022/23,Raipur,2023/01/21,New Zealand,India,India,field,normal,0,India,0,8,Mohammed Shami,"Shaheed Veer Narayan Singh International Stadium, Raipur",KN Ananthapadmanabhan,Nitin Menon,J Madanagopal
1348646,2022/23,Hyderabad,2023/01/18,India,New Zealand,India,bat,normal,0,India,12,0,Shubman Gill,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",AK Chaudhary,Nitin Menon,KN Ananthapadmanabhan
1348326,2022/23,Harare,2023/01/18,Ireland,Zimbabwe,Zimbabwe,field,D/L,1,Zimbabwe,0,3,RP Burl,Harare Sports Club,I Chabi,MA Gough,L Rusere
1348645,2022/23,Thiruvananthapuram,2023/01/15,India,Sri Lanka,India,bat,normal,0,India,317,0,V Kohli,"Greenfield International Stadium, Thiruvananthapuram",J Madanagopal,Nitin Menon,AK Chaudhary
1339613,2022/23,Karachi,2023/01/13,Pakistan,New Zealand,Pakistan,bat,normal,0,New Zealand,0,2,GD Phillips,"National Stadium, Karachi",Ahsan Raza,Aleem Dar,Rashid Riaz
1348644,2022/23,Kolkata,2023/01/12,Sri Lanka,India,Sri Lanka,bat,normal,0,India,0,4,Kuldeep Yadav,"Eden Gardens, Kolkata",KN Ananthapadmanabhan,Nitin Menon,J Madanagopal
1339612,2022/23,Karachi,2023/01/11,New Zealand,Pakistan,New Zealand,bat,normal,0,New Zealand,79,0,DP Conway,"National Stadium, Karachi",Aleem Dar,Rashid Riaz,Asif Yaqoob
1348643,2022/23,Guwahati,2023/01/10,India,Sri Lanka,Sri Lanka,field,normal,0,India,67,0,V Kohli,"Barsapara Cricket Stadium, Guwahati",AK Chaudhary,Nitin Menon,KN Ananthapadmanabhan
1339611,2022/23,Karachi,2023/01/09,New Zealand,Pakistan,Pakistan,field,normal,0,Pakistan,0,6,Naseem Shah,"National Stadium, Karachi",Aleem Dar,Asif Yaqoob,Ahsan Raza
1340847,2022/23,Chattogram,2022/12/10,India,Bangladesh,Bangladesh,field,normal,0,India,227,0,Ishan Kishan,"Zahur Ahmed Chowdhury Stadium, Chattogram",Gazi Sohel,MA Gough,Masudur Rahman
1341980,2022/23,Windhoek,2022/12/08,Nepal,Scotland,Nepal,bat,normal,0,Scotland,0,8,CM McBride,"United Cricket Club Ground, Windhoek",A Louw,C Thorburn,
1340846,2022/23,Dhaka,2022/12/07,Bangladesh,India,Bangladesh,bat,normal,0,Bangladesh,5,0,Mehedi Hasan Miraz,"Shere Bangla National Stadium, Mirpur",Masudur Rahman,MA Gough,Gazi Sohel
1341979,2022/23,Windhoek,2022/12/07,Namibia,Nepal,Nepal,field,normal,0,Namibia,86,0,M van Lingen,"United Cricket Club Ground, Windhoek",A Louw,S George,
1341978,2022/23,Windhoek,2022/12/05,Scotland,Namibia,Namibia,field,normal,0,Namibia,0,3,HN Ya France,"United Cricket Club Ground, Windhoek",C Thorburn,S George,
1341977,2022/23,Windhoek,2022/12/04,Nepal,Scotland,Scotland,field,normal,0,Scotland,0,3,CB Sole,"United Cricket Club Ground, Windhoek",A Louw,C Thorburn,
1340845,2022/23,Dhaka,2022/12/04,India,Bangladesh,Bangladesh,field,normal,0,Bangladesh,0,1,Mehedi Hasan Miraz,"Shere Bangla National Stadium, Mirpur",MA Gough,Tanvir Ahmed,Sharfuddoula
1341976,2022/23,Windhoek,2022/12/02,Nepal,Namibia,Namibia,field,normal,0,,0,0,,"United Cricket Club Ground, Windhoek",Claus Schumacher,S George,
1341975,2022/23,Windhoek,2022/12/01,Namibia,Scotland,Scotland,field,normal,0,Scotland,0,4,KJ Coetzer,"United Cricket Club Ground, Windhoek",Claus Schumacher,S George,
1322280,2022/23,Christchurch,2022/11/30,India,New Zealand,New Zealand,field,normal,0,,0,0,,"Hagley Oval, Christchurch",CM Brown,CB Gaffaney,SB Haig
1340534,2022/23,Kandy,2022/11/30,Afghanistan,Sri Lanka,Afghanistan,bat,normal,0,Sri Lanka,0,4,KIC Asalanka,Pallekele International Cricket Stadium,LE Hannibal,Nitin Menon,RR Wimalasiri
1322279,2022/23,Hamilton,2022/11/27,India,New Zealand,New Zealand,field,normal,0,,0,0,,"Seddon Park, Hamilton",CB Gaffaney,WR Knights,CM Brown
1340533,2022/23,Kandy,2022/11/27,Afghanistan,Sri Lanka,Afghanistan,bat,normal,0,,0,0,,Pallekele International Cricket Stadium,Nitin Menon,RR Wimalasiri,RSA Palliyaguruge
1341974,2022/23,Windhoek,2022/11/26,United States of America,Namibia,Namibia,field,normal,0,Namibia,0,6,,"Wanderers Cricket Ground, Windhoek",A Louw,BP Jele,
1322278,2022/23,Auckland,2022/11/25,India,New Zealand,New Zealand,field,normal,0,New Zealand,0,7,TWM Latham,"Eden Park, Auckland",CM Brown,CB Gaffaney,WR Knights
1340532,2022/23,Kandy,2022/11/25,Afghanistan,Sri Lanka,Afghanistan,bat,normal,0,Afghanistan,60,0,Ibrahim Zadran,Pallekele International Cricket Stadium,Nitin Menon,RSA Palliyaguruge,LE Hannibal
1341973,2022/23,Windhoek,2022/11/25,United States of America,Papua New Guinea,United States of America,bat,normal,0,United States of America,35,0,Steven Ryan Taylor,"Wanderers Cricket Ground, Windhoek",A Louw,Claus Schumacher,
1341972,2022/23,Windhoek,2022/11/23,Papua New Guinea,Namibia,Papua New Guinea,bat,normal,0,Namibia,0,3,R Trumpelmann,"Wanderers Cricket Ground, Windhoek",BP Jele,C Thorburn,
1341971,2022/23,Windhoek,2022/11/22,Papua New Guinea,United States of America,United States of America,field,normal,0,United States of America,0,6,MD Patel,"Wanderers Cricket Ground, Windhoek",C Thorburn,Claus Schumacher,
1317491,2022/23,Melbourne,2022/11/22,Australia,England,England,field,D/L,1,Australia,221,0,TM Head,Melbourne Cricket Ground,PR Reiffel,P Wilson,RJ Tucker
1341970,2022/23,Windhoek,2022/11/20,United States of America,Namibia,Namibia,field,normal,0,United States of America,71,0,G Singh,"Wanderers Cricket Ground, Windhoek",BP Jele,Claus Schumacher,
1317490,2022/23,Sydney,2022/11/19,Australia,England,Australia,bat,normal,0,Australia,72,0,MA Starc,Sydney Cricket Ground,RJ Tucker,SJ Nogajski,PR Reiffel
1341969,2022/23,Windhoek,2022/11/19,Papua New Guinea,Namibia,Namibia,field,normal,0,Namibia,0,8,T Lungameni,"Wanderers Cricket Ground, Windhoek",BP Jele,C Thorburn,
1343685,2022/23,Kirtipur,2022/11/18,United Arab Emirates,Nepal,Nepal,field,normal,0,Nepal,0,6,Aasif Sheikh,"Tribhuvan University International Cricket Ground, Kirtipur",BB Pradhan,Masudur Rahman,DN Subedi
1317489,2022/23,Adelaide,2022/11/17,England,Australia,Australia,field,normal,0,Australia,0,6,DJ Malan,Adelaide Oval,PR Reiffel,P Wilson,RJ Tucker
1343684,2022/23,Kirtipur,2022/11/16,United Arab Emirates,Nepal,United Arab Emirates,bat,normal,0,Nepal,0,3,Gulsan Jha,"Tribhuvan University International Cricket Ground, Kirtipur",Masudur Rahman,VK Jha,DN Subedi
1343683,2022/23,Kirtipur,2022/11/14,United Arab Emirates,Nepal,Nepal,field,normal,0,United Arab Emirates,84,0,Aayan Afzal Khan,"Tribhuvan University International Cricket Ground, Kirtipur",BB Pradhan,Masudur Rahman,DN Subedi
1327511,2022/23,Delhi,2022/10/11,South Africa,India,India,field,normal,0,India,0,7,Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",AK Chaudhary,J Madanagopal,VK Sharma
1327510,2022/23,Ranchi,2022/10/09,South Africa,India,South Africa,bat,normal,0,India,0,7,SS Iyer,"JSCA International Stadium Complex, Ranchi",KN Ananthapadmanabhan,VK Sharma,J Madanagopal
1327509,2022/23,Lucknow,2022/10/06,South Africa,India,India,field,normal,0,South Africa,9,0,H Klaasen,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",AK Chaudhary,J Madanagopal,KN Ananthapadmanabhan
1331370,2022,Port Moresby,2022/09/21,Namibia,Papua New Guinea,Namibia,bat,normal,0,Namibia,61,0,MG Erasmus,"Amini Park, Port Moresby",A Kapa,DM Koch,
1331369,2022,Port Moresby,2022/09/20,Namibia,Papua New Guinea,Namibia,bat,normal,0,Namibia,167,0,,"Amini Park, Port Moresby",DM Koch,L Oala,
1331368,2022,Port Moresby,2022/09/17,Namibia,United States of America,United States of America,field,normal,0,Namibia,68,0,MG Erasmus,"Amini Park, Port Moresby",A Kapa,L Oala,
1331367,2022,Port Moresby,2022/09/15,Namibia,United States of America,Namibia,bat,normal,0,Namibia,79,0,,"Amini Park, Port Moresby",A Kapa,L Oala,
1331366,2022,Port Moresby,2022/09/13,Papua New Guinea,United States of America,United States of America,field,normal,0,Papua New Guinea,26,0,,"Amini Park, Port Moresby",A Kapa,DM Koch,
1331365,2022,Port Moresby,2022/09/11,United States of America,Papua New Guinea,Papua New Guinea,field,normal,0,,0,0,S Bau,"Amini Park, Port Moresby",DM Koch,L Oala,
1317481,2022,Cairns,2022/09/11,Australia,New Zealand,New Zealand,field,normal,0,Australia,25,0,SPD Smith,"Cazaly's Stadium, Cairns",PR Reiffel,SJ Nogajski,RJ Tucker
1317480,2022,Cairns,2022/09/08,Australia,New Zealand,New Zealand,field,normal,0,Australia,113,0,MA Starc,"Cazaly's Stadium, Cairns",P Wilson,RJ Tucker,PR Reiffel
1317479,2022,Cairns,2022/09/06,New Zealand,Australia,Australia,field,normal,0,Australia,0,2,C Green,"Cazaly's Stadium, Cairns",PR Reiffel,SJ Nogajski,RJ Tucker
1317478,2022,Townsville,2022/09/03,Australia,Zimbabwe,Zimbabwe,field,normal,0,Zimbabwe,0,3,RP Burl,"Riverway Stadium, Townsville",P Wilson,RJ Tucker,PR Reiffel
1317477,2022,Townsville,2022/08/31,Zimbabwe,Australia,Australia,field,normal,0,Australia,0,8,MA Starc,"Tony Ireland Stadium, Townsville",DM Koch,PR Reiffel,RJ Tucker
1317476,2022,Townsville,2022/08/28,Zimbabwe,Australia,Australia,field,normal,0,Australia,0,5,C Green,"Tony Ireland Stadium, Townsville",RJ Tucker,SJ Nogajski,PR Reiffel
1325551,2022,Harare,2022/08/22,India,Zimbabwe,India,bat,normal,0,India,13,0,Shubman Gill,Harare Sports Club,AT Holdstock,L Rusere,F Mutizwa
1317913,2022,Bridgetown,2022/08/21,West Indies,New Zealand,New Zealand,field,normal,0,New Zealand,0,5,TWM Latham,"Kensington Oval, Bridgetown, Barbados",JS Wilson,LS Reifer,GO Brathwaite
1311739,2022,Rotterdam,2022/08/21,Pakistan,Netherlands,Pakistan,bat,normal,0,Pakistan,9,0,Naseem Shah,"Hazelaarweg, Rotterdam",MA Gough,Rizwan Akram,Adriaan van den Dries
1325550,2022,Harare,2022/08/20,Zimbabwe,India,India,field,normal,0,India,0,5,SV Samson,Harare Sports Club,AT Holdstock,I Chabi,L Rusere
1317912,2022,Bridgetown,2022/08/19,New Zealand,West Indies,West Indies,field,D/L,1,New Zealand,50,0,FH Allen,"Kensington Oval, Bridgetown, Barbados",JS Wilson,N Duguid,LS Reifer
1325549,2022,Harare,2022/08/18,Zimbabwe,India,India,field,normal,0,India,0,10,DL Chahar,Harare Sports Club,AT Holdstock,L Rusere,I Chabi
1311738,2022,Rotterdam,2022/08/18,Netherlands,Pakistan,Netherlands,bat,normal,0,Pakistan,0,7,Mohammad Nawaz (3),"Hazelaarweg, Rotterdam",MA Gough,N Bathi,Rizwan Akram
1322041,2022,Aberdeen,2022/08/17,Scotland,United States of America,United States of America,field,normal,0,United States of America,0,2,CS MacLeod,"Mannofield Park, Aberdeen",DH Mclean,M Burns,
1317911,2022,Bridgetown,2022/08/17,New Zealand,West Indies,West Indies,field,normal,0,West Indies,0,5,SSJ Brooks,"Kensington Oval, Bridgetown, Barbados",GO Brathwaite,JS Wilson,N Duguid
1311737,2022,Rotterdam,2022/08/16,Pakistan,Netherlands,Pakistan,bat,normal,0,Pakistan,16,0,Fakhar Zaman,"Hazelaarweg, Rotterdam",MA Gough,Rizwan Akram,N Bathi
1322039,2022,Aberdeen,2022/08/14,Scotland,United Arab Emirates,United Arab Emirates,field,normal,0,Scotland,86,0,MRJ Watt,"Mannofield Park, Aberdeen",DH Mclean,M Burns,
1322038,2022,Aberdeen,2022/08/13,United States of America,Scotland,Scotland,field,normal,0,Scotland,0,5,CS MacLeod,"Mannofield Park, Aberdeen",DA Haggo,M Burns,
1322037,2022,Aberdeen,2022/08/11,United Arab Emirates,United States of America,United Arab Emirates,bat,normal,0,United States of America,0,1,MD Patel,"Mannofield Park, Aberdeen",DH Mclean,Ryan Milne,
1322036,2022,Aberdeen,2022/08/10,Scotland,United Arab Emirates,Scotland,bat,normal,0,Scotland,64,0,CS MacLeod,"Mannofield Park, Aberdeen",DA Haggo,M Burns,
1323294,2022,Harare,2022/08/10,Bangladesh,Zimbabwe,Zimbabwe,field,normal,0,Bangladesh,105,0,Afif Hossain,Harare Sports Club,C Phiri,L Rusere,F Mutizwa
1323293,2022,Harare,2022/08/07,Bangladesh,Zimbabwe,Zimbabwe,field,normal,0,Zimbabwe,0,5,Sikandar Raza,Harare Sports Club,F Mutizwa,L Rusere,I Chabi
1323292,2022,Harare,2022/08/05,Bangladesh,Zimbabwe,Zimbabwe,field,normal,0,Zimbabwe,0,5,Sikandar Raza,Harare Sports Club,I Chabi,L Rusere,C Phiri
1307479,2022,Edinburgh,2022/07/31,Scotland,New Zealand,Scotland,bat,normal,0,New Zealand,0,7,MS Chapman,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",DA Haggo,DH Mclean,Ryan Milne
1317902,2022,Port of Spain,2022/07/27,India,West Indies,India,bat,D/L,1,India,119,0,Shubman Gill,"Queen's Park Oval, Port of Spain, Trinidad",JS Wilson,N Duguid,LS Reifer
1317901,2022,Port of Spain,2022/07/24,West Indies,India,West Indies,bat,normal,0,India,0,2,AR Patel,"Queen's Park Oval, Port of Spain, Trinidad",GO Brathwaite,JS Wilson,N Duguid
1276912,2022,Leeds,2022/07/24,South Africa,England,South Africa,bat,normal,0,,0,0,,"Headingley, Leeds",AG Wharf,RA Kettleborough,RK Illingworth
1276911,2022,Manchester,2022/07/22,England,South Africa,South Africa,field,normal,0,England,118,0,SM Curran,"Old Trafford, Manchester",DJ Millns,RK Illingworth,RA Kettleborough
1317900,2022,Port of Spain,2022/07/22,India,West Indies,West Indies,field,normal,0,India,3,0,S Dhawan,"Queen's Park Oval, Port of Spain, Trinidad",JS Wilson,LS Reifer,GO Brathwaite
1276910,2022,Chester-le-Street,2022/07/19,South Africa,England,South Africa,bat,normal,0,South Africa,62,0,HE van der Dussen,"Riverside Ground, Chester-le-Street",M Burns,RA Kettleborough,RK Illingworth
1276909,2022,Manchester,2022/07/17,England,India,India,field,normal,0,India,0,5,RR Pant,"Old Trafford, Manchester",MJ Saggers,RK Illingworth,RA Kettleborough
1322035,2022,Glasgow,2022/07/17,Nepal,Scotland,Scotland,field,normal,0,Scotland,0,8,CS MacLeod,"Titwood, Glasgow",Ryan Milne,Shiju Sam,
1317154,2022,Providence,2022/07/16,West Indies,Bangladesh,Bangladesh,field,normal,0,Bangladesh,0,4,Taijul Islam,"Providence Stadium, Guyana",JS Wilson,LS Reifer,GO Brathwaite
1322034,2022,Ayr,2022/07/16,Namibia,Nepal,Namibia,bat,normal,0,Namibia,63,0,BM Scholtz,"Cambusdoon New Ground, Ayr",DA Haggo,DH Mclean,
1303311,2022,Dublin,2022/07/15,New Zealand,Ireland,New Zealand,bat,normal,0,New Zealand,1,0,MJ Guptill,"The Village, Malahide, Dublin",Aleem Dar,R Black,PA Reynolds
1276908,2022,London,2022/07/14,England,India,India,field,normal,0,England,100,0,RJW Topley,"Lord's, London",AG Wharf,RA Kettleborough,RK Illingworth
1322033,2022,Glasgow,2022/07/14,Namibia,Scotland,Scotland,field,normal,0,Scotland,0,3,CN Greaves,"Titwood, Glasgow",Ryan Milne,Shiju Sam,
1322032,2022,Glasgow,2022/07/13,Scotland,Nepal,Nepal,field,normal,0,Nepal,0,5,Aasif Sheikh,"Titwood, Glasgow",DA Haggo,Shiju Sam,
1317153,2022,Providence,2022/07/13,West Indies,Bangladesh,Bangladesh,field,normal,0,Bangladesh,0,9,Nasum Ahmed,"Providence Stadium, Guyana",JS Wilson,N Duguid,LS Reifer
1276907,2022,London,2022/07/12,England,India,India,field,normal,0,India,0,10,JJ Bumrah,"Kennington Oval, London",AG Wharf,RK Illingworth,RA Kettleborough
1303310,2022,Dublin,2022/07/12,Ireland,New Zealand,New Zealand,field,normal,0,New Zealand,0,3,MG Bracewell,"The Village, Malahide, Dublin",Aleem Dar,PA Reynolds,R Black
1322031,2022,Ayr,2022/07/11,Namibia,Nepal,Namibia,bat,normal,0,Namibia,40,0,JN Loftie-Eaton,"Cambusdoon New Ground, Ayr",DA Haggo,Ryan Milne,
1303309,2022,Dublin,2022/07/10,Ireland,New Zealand,New Zealand,field,normal,0,New Zealand,0,1,MG Bracewell,"The Village, Malahide, Dublin",Aleem Dar,R Black,PA Reynolds
1317152,2022,Providence,2022/07/10,West Indies,Bangladesh,Bangladesh,field,normal,0,Bangladesh,0,6,Mehedi Hasan Miraz,"Providence Stadium, Guyana",GO Brathwaite,JS Wilson,N Duguid
1307300,2022,Colombo,2022/06/24,Sri Lanka,Australia,Sri Lanka,bat,normal,0,Australia,0,4,C Karunaratne,"R Premadasa Stadium, Colombo",HDPK Dharmasena,RSA Palliyaguruge,RMPJ Rambukwella
1281446,2022,Amstelveen,2022/06/22,Netherlands,England,England,field,normal,0,England,0,8,JJ Roy,"VRA Ground, Amstelveen",PR Reiffel,Rizwan Akram,Adriaan van den Dries
1307299,2022,Colombo,2022/06/21,Sri Lanka,Australia,Australia,field,normal,0,Sri Lanka,4,0,KIC Asalanka,"R Premadasa Stadium, Colombo",RMPJ Rambukwella,RSA Palliyaguruge,HDPK Dharmasena
1281445,2022,Amstelveen,2022/06/19,Netherlands,England,Netherlands,bat,normal,0,England,0,6,JJ Roy,"VRA Ground, Amstelveen",N Bathi,PR Reiffel,Rizwan Akram
1307298,2022,Colombo,2022/06/19,Australia,Sri Lanka,Australia,bat,normal,0,Sri Lanka,0,6,P Nissanka,"R Premadasa Stadium, Colombo",HDPK Dharmasena,LE Hannibal,RR Wimalasiri
1281444,2022,Amstelveen,2022/06/17,England,Netherlands,Netherlands,field,normal,0,England,232,0,JC Buttler,"VRA Ground, Amstelveen",PR Reiffel,Rizwan Akram,N Bathi
1307297,2022,Kandy,2022/06/16,Sri Lanka,Australia,Australia,field,D/L,1,Sri Lanka,26,0,C Karunaratne,Pallekele International Cricket Stadium,HDPK Dharmasena,RR Wimalasiri,RSA Palliyaguruge
1312809,2022,Pearland,2022/06/15,United States of America,Nepal,Nepal,field,normal,0,United States of America,39,0,G Singh,"Moosa Cricket Stadium, Pearland",LS Reifer,SN Bandekar,
1312808,2022,Pearland,2022/06/14,Oman,Nepal,Oman,bat,normal,0,Nepal,0,7,Karan KC,"Moosa Cricket Stadium, Pearland",Jermaine Lindo,Vijaya Mallela,
1307296,2022,Kandy,2022/06/14,Sri Lanka,Australia,Sri Lanka,bat,D/L,1,Australia,0,2,GJ Maxwell,Pallekele International Cricket Stadium,HDPK Dharmasena,RSA Palliyaguruge,LE Hannibal
1315040,2022,Multan,2022/06/12,Pakistan,West Indies,Pakistan,bat,D/L,1,Pakistan,53,0,Shadab Khan,Multan Cricket Stadium,Aleem Dar,Rashid Riaz,Asif Yaqoob
1312807,2022,Pearland,2022/06/12,Oman,United States of America,Oman,bat,normal,0,Oman,13,0,KH Prajapati,"Moosa Cricket Stadium, Pearland",LS Reifer,SN Bandekar,
1312806,2022,Pearland,2022/06/11,Nepal,United States of America,Nepal,bat,normal,0,,0,0,Steven Ryan Taylor,"Moosa Cricket Stadium, Pearland",LS Reifer,Vijaya Mallela,
1315039,2022,Multan,2022/06/10,Pakistan,West Indies,Pakistan,bat,normal,0,Pakistan,120,0,Mohammad Nawaz (3),Multan Cricket Stadium,Ahsan Raza,Asif Yaqoob,Aleem Dar
1310945,2022,Harare,2022/06/09,Zimbabwe,Afghanistan,Afghanistan,field,normal,0,Afghanistan,0,4,Rashid Khan,Harare Sports Club,L Rusere,M Erasmus,I Chabi
1312805,2022,Pearland,2022/06/09,Oman,Nepal,Oman,bat,normal,0,Oman,13,0,Zeeshan Maqsood,"Moosa Cricket Stadium, Pearland",Jermaine Lindo,SN Bandekar,
1312804,2022,Pearland,2022/06/08,United States of America,Oman,Oman,field,normal,0,United States of America,114,0,MD Patel,"Moosa Cricket Stadium, Pearland",LS Reifer,Vijaya Mallela,
1315038,2022,Multan,2022/06/08,West Indies,Pakistan,West Indies,bat,normal,0,Pakistan,0,5,Khushdil Shah,Multan Cricket Stadium,Ahsan Raza,Aleem Dar,Rashid Riaz
1310944,2022,Harare,2022/06/06,Zimbabwe,Afghanistan,Afghanistan,field,normal,0,Afghanistan,0,8,Ibrahim Zadran,Harare Sports Club,I Chabi,M Erasmus,L Rusere
1302351,2022,Amstelveen,2022/06/04,West Indies,Netherlands,West Indies,bat,normal,0,West Indies,20,0,KR Mayers,"VRA Ground, Amstelveen",Adriaan van den Dries,RK Illingworth,Rizwan Akram
1310943,2022,Harare,2022/06/04,Afghanistan,Zimbabwe,Zimbabwe,field,normal,0,Afghanistan,60,0,Rahmat Shah,Harare Sports Club,L Rusere,M Erasmus,I Chabi
1312803,2022,Pearland,2022/06/04,United States of America,United Arab Emirates,United Arab Emirates,field,normal,0,United Arab Emirates,0,8,V Aravind,"Moosa Cricket Stadium, Pearland",Jermaine Lindo,LS Reifer,
1312802,2022,Pearland,2022/06/03,Scotland,United Arab Emirates,Scotland,bat,normal,0,United Arab Emirates,0,5,,"Moosa Cricket Stadium, Pearland",SN Bandekar,Vijaya Mallela,
1302350,2022,Amstelveen,2022/06/02,Netherlands,West Indies,Netherlands,bat,normal,0,West Indies,0,5,BA King,"VRA Ground, Amstelveen",N Bathi,RK Illingworth,Adriaan van den Dries
1312801,2022,Pearland,2022/06/01,United Arab Emirates,United States of America,United Arab Emirates,bat,normal,0,United States of America,0,4,SJ Modani,"Moosa Cricket Stadium, Pearland",Jermaine Lindo,LS Reifer,
1312800,2022,Pearland,2022/05/31,United Arab Emirates,Scotland,United Arab Emirates,bat,normal,0,Scotland,0,4,KJ Coetzer,"Moosa Cricket Stadium, Pearland",SN Bandekar,Vijaya Mallela,
